LATITUDE;LONGITUDE;ALTITUDE;GEOMETRY;NAME_DER_SCHULE;ANSCHRIFT;BESCHREIBUNG_(STADTTEIL-SCHULFORM-SCHULTRAEGER)
51.230192;6.773205;;point;Sankt Ursula-Berufskolleg des Erzbistums Köln - Schule der Sekundarstufe II;Eiskellerstraße 11 - 40213 - Düsseldorf -;Carlstadt - Berufs- Weiterbildungskolleg - Sonstiger Träger
51.229742;6.772765;;point;Sankt Ursula-Gymnasium - Staatl. gen. Gymnasium für Jungen und Mädchen des Erzbistums Köln - Sek. I und II;Ritterstraße 14 - 40213 - Düsseldorf -;Altstadt - Gymnasium - Sonstiger Träger
51.20279;6.76781;;point;Sternwartschule;Im Dahlacker 15 - 40223 - Düsseldorf -;Bilk - Grundschule - Stadt Düsseldorf
51.229809;6.842131;;point;Theodor-Andresen-Schule;Lohbachweg 16 - 40625 - Düsseldorf -;Gerresheim - Förderschule - Stadt Düsseldorf
51.30565;6.74607;;point;Theodor-Fliedner-Gymnasium - Priv. Gymnasium der ev. Kirche im Rheinland;Kalkumer Schloßallee 28 - 40489 - Düsseldorf -;Kaiserswerth - Gymnasium - Sonstiger Träger
51.18607;6.82293;;point;Theodor-Heuss-Schule;Lützenkircher Straße 2 - 40591 - Düsseldorf -;Wersten - Grundschule - Stadt Düsseldorf
51.149693;6.886756;;point;Theodor-Litt-Realschule;Theodor-Litt-Straße 5-11 - 40593 - Düsseldorf -;Urdenbach - Realschule - Stadt Düsseldorf
51.23182;6.82163;;point;Thomas-Edison-Realschule;Schlüterstraße 18-20 - 40235 - Düsseldorf -;Flingern-Nord - Realschule - Stadt Düsseldorf
51.2487799;6.78059;;point;Thomas-Schule;Blumenthalstraße 11 - 40476 - Düsseldorf -;Derendorf - Grundschule - Stadt Düsseldorf
51.2168599;6.85091;;point;Volker Rosin Schule;Arnstadter Weg 6-16 - 40627 - Düsseldorf -;Vennhausen - Grundschule - Stadt Düsseldorf
51.20367;6.77826;;point;Walter-Eucken-Berufskolleg;Suitbertusstraße 163-165 - 40223 - Düsseldorf -;Bilk - Berufs- Weiterbildungskolleg - Stadt Düsseldorf
51.243755;6.738478;;point;Weber-Schule - Präha Akademie - Schule der Sek. II und Fachschule;Emanuel-Leutze-Straße 8 - 40547 - Düsseldorf -;Lörick - Berufs- Weiterbildungskolleg - Sonstiger Träger
51.25979;6.81356;;point;Weiterbildungskolleg - Abendgymnasium;Rückertstraße 6 - 40470 - Düsseldorf -;Rath - Berufs- Weiterbildungskolleg - Stadt Düsseldorf
51.2312299;6.79922;;point;Werner-von-Siemens-Realschule;Rethelstraße 13 - 40237 - Düsseldorf -;Düsseltal - Realschule - Stadt Düsseldorf
51.20472;6.89905;;point;Wichernschule;Brorsstraße 5 - 40627 - Düsseldorf -;Unterbach - Grundschule - Stadt Düsseldorf
51.26279;6.80807;;point;Wilhelm-Ferdinand-Schüßler - Tagesschule;Rather Kreuzweg 21 - 40472 - Düsseldorf -;Rath - Hauptschule - Stadt Düsseldorf
51.20653;6.83498;;point;Wilhelm-Heinrich-Riehl-Kolleg;Am Hackenbruch 35 - 40231 - Düsseldorf -;Lierenfeld - Berufs- Weiterbildungskolleg - Sonstiger Träger
51.13789;6.89859;;point;Willi-Fährmann-Schule;Ricarda-Huch-Straße 1 - 40595 - Düsseldorf -;Garath - Grundschule - Stadt Düsseldorf
51.243244;6.778922;;point;Yitzak-Rabin-Schule;Zietenstraße 50 - 40476 - Düsseldorf -;Golzheim - Grundschule - Sonstiger Träger
